time,Aceleração (m/s²),Altitude (GPS) (m),Distância percorrida (km),Distância percorrida (total) (km),Espaço livre no tanque de combustível (L),Nível de combustível (%) (%),Nível de combustível (V) (L),Posição do pedal do acelerador D (%),Posição do pedal do acelerador E (%),RPM do motor (rpm),RPM do motor x1000 (rpm),"Temperatura do líquido de 
arrefecimento do motor (℃)",Velocidade (GPS) (km/h),Velocidade do veículo (km/h),Velocidade média (km/h),Velocidade média (GPS) (km/h),Latitude,Longtitude,Unnamed: 19
21:33:50.104,,,,,,,,,,2303.0,2.3,,,,,,-23.5339397770543,-46.8804497825508,
21:33:50.266,,,,,,,,20.0,,,,,,,,,-23.5339397770543,-46.8804497825508,
21:33:50.419,,803.133864380013,,,,,,,,,,,36.447229385376,,,22.7714490728651,-23.5339397770543,-46.8804497825508,
21:33:50.425,,,,,,,,,9.0,,,,,,,,-23.5339397770543,-46.8804497825508,
21:33:50.445,,803.133864380013,,,,,,,,,,,36.447229385376,,,22.7721649472474,-23.5339397770543,-46.8804497825508,
21:33:50.463,,812.351972124907,,,,,,,,,,,36.4484996795654,,,22.772639031517,-23.5339397770543,-46.8804497825508,
21:33:50.464,,803.133864380013,,,,,,,,,,,36.447229385376,,,22.7726680538718,-23.5338493249253,-46.8804740215344,
21:33:50.588,,,,,,,,,,,,86.0,,,,,-23.5338493249253,-46.8804740215344,
21:33:50.749,,,,,35.5,29.0,14.5,,,,,,,,,,-23.5338493249253,-46.8804740215344,
21:33:50.901,0.316108304180008,,3.94156146783333,38.9831620848611,,,,,,,,,,36.0,28.2001037723548,,-23.5338493249253,-46.8804740215344,
21:33:51.066,,,,,,,,,,2261.0,2.3,,,,,,-23.5338493249253,-46.8804740215344,
21:33:51.225,,,,,,,,20.0,,,,,,,,,-23.5338493249253,-46.8804740215344,
21:33:51.384,,,,,,,,,9.0,,,,,,,,-23.5338493249253,-46.8804740215344,
21:33:51.428,,,,,,,,,,,,,35.9348613739014,,,22.7976905967346,-23.5338493249253,-46.8804740215344,
21:33:51.429,,802.592222194696,,,,,,,,,,,35.9348613739014,,,22.7977041098455,-23.5338493249253,-46.8804740215344,
21:33:51.430,,802.592222194696,,,,,,,,,,,35.9348613739014,,,22.7977383843544,-23.5337583715498,-46.8804938069735,
21:33:51.464,,811.339995257815,,,,,,,,,,,35.9549800872803,,,22.7986105515099,-23.5337583715498,-46.8804938069735,
21:33:51.548,,,,,37.5,25.0,12.5,,,,,,,,,,-23.5337583715498,-46.8804938069735,
21:33:51.699,-0.0789103191955554,,3.9490988145,38.9906994315278,,,,,,,,,,34.0,28.2092882274413,,-23.5337583715498,-46.8804938069735,
21:33:51.865,,,,,,,,,,2144.0,2.1,,,,,,-23.5337583715498,-46.8804938069735,
21:33:52.026,,,,,,,,20.0,,,,,,,,,-23.5337583715498,-46.8804938069735,
21:33:52.183,,,,,,,,,9.0,,,,,,,,-23.5337583715498,-46.8804938069735,
21:33:52.268,,0.0,,,,,,,,,,,0.0,,,22.7625517608526,-23.5337583715498,-46.8804938069735,
21:33:52.336,,,,,,,,,,,,87.0,,,,,-23.5337583715498,-46.8804938069735,
21:33:52.432,,,,,,,,,,,,,33.7029476165771,,,22.7660904054575,-23.5336743437064,-46.8805063784736,
21:33:52.433,,801.912712046881,,,,,,,,,,,,,,,-23.5336743437064,-46.8805063784736,
21:33:52.434,,801.912712046881,,,,,,,,,,,33.7029476165771,,,22.7661281749104,-23.5336743437064,-46.8805063784736,
21:33:52.435,,801.912712046881,,,,,,,,,,,33.7029476165771,,,22.7661393594364,-23.5336743437064,-46.8805063784736,
21:33:52.466,,811.259810010268,,,,,,,,,,,33.7363048553467,,,22.7668076468688,-23.5336743437064,-46.8805063784736,
21:33:52.506,,,,,38.0,24.0,12.0,,,,,,,,,,-23.5336743437064,-46.8805063784736,
21:33:52.660,-0.316615361521947,,3.95763705894445,38.9992376759722,,,,,,,,,,32.0,28.2164994499297,,-23.5336743437064,-46.8805063784736,
21:33:52.829,,,,,,,,,,2007.0,2.0,,,,,,-23.5336743437064,-46.8805063784736,
21:33:52.986,,,,,,,,20.0,,,,,,,,,-23.5336743437064,-46.8805063784736,
21:33:53.148,,,,,,,,,9.0,,,,,,,,-23.5336743437064,-46.8805063784736,
21:33:53.306,,,,,38.5,23.0,11.5,,,,,,,,,,-23.5336743437064,-46.8805063784736,
21:33:53.428,,,,,,,,,,,,,31.2678588867188,,,22.7828734657253,-23.5335976108352,-46.8805144283729,
21:33:53.430,,801.29162331758,,,,,,,,,,,31.2678588867188,,,22.7828945000503,-23.5335976108352,-46.8805144283729,
21:33:53.433,,801.29162331758,,,,,,,,,,,,,,,-23.5335976108352,-46.8805144283729,
21:33:53.434,,801.29162331758,,,,,,,,,,,31.2678588867188,,,22.7829652299095,-23.5335976108352,-46.8805144283729,
21:33:53.453,-0.554398905199653,,3.96402414944445,39.0056247664722,,,,,,,,,,29.0,28.2177278225455,,-23.5335976108352,-46.8805144283729,
21:33:53.466,,810.612127619491,,,,,,,,,,,31.2952388763428,,,22.7834999255412,-23.5335976108352,-46.8805144283729,
21:33:53.622,,,,,,,,,,1803.0,1.8,,,,,,-23.5335976108352,-46.8805144283729,
21:33:53.786,,,,,,,,20.0,,,,,,,,,-23.5335976108352,-46.8805144283729,
21:33:53.935,,,,,,,,,9.0,,,,,,,,-23.5335976108352,-46.8805144283729,
21:33:54.267,,,,,,,,,,,,87.0,,,,,-23.5335976108352,-46.8805144283729,
21:33:54.419,,800.713404358552,,,,,,,,,,,27.1970930099487,,,22.7917360788269,-23.5335320555855,-46.8805187861467,
21:33:54.421,,800.713404358552,,,,,,,,,,,27.1970930099487,,,22.7917571964497,-23.5335320555855,-46.8805187861467,
21:33:54.422,,800.713404358552,,,,,,,,,,,,,,,-23.5335320555855,-46.8805187861467,
21:33:54.427,,,,,38.5,23.0,11.5,,,,,,,,,,-23.5335320555855,-46.8805187861467,
21:33:54.464,,809.433574205394,,,,,,,,,,,27.2174571990967,,,22.7921307406863,-23.5335320555855,-46.8805187861467,
21:33:54.578,-0.906703928571315,,3.97152291611111,39.0131235331389,,,,,,,,,,24.0,28.2083676251947,,-23.5335320555855,-46.8805187861467,
21:33:54.745,,,,,,,,,,1484.0,1.5,,,,,,-23.5335320555855,-46.8805187861467,
21:33:54.900,,,,,,,,20.0,,,,,,,,,-23.5335320555855,-46.8805187861467,
21:33:55.065,,,,,,,,,9.0,,,,,,,,-23.5335320555855,-46.8805187861467,
21:33:55.231,,,,,37.5,25.0,12.5,,,,,,,,,,-23.5335320555855,-46.8805187861467,
21:33:55.272,,801.400024414063,,,,,,,,,,,0.0,,,22.7561120448572,-23.5335320555855,-46.8805187861467,
21:33:55.273,,801.400024414063,,,,,,,,,,,0.0,,,22.7560883239522,-23.5335320555855,-46.8805187861467,
21:33:55.309,,809.414257559285,,,,,,,,,,,27.208918762207,,,22.7564071097113,-23.5335320555855,-46.8805187861467,
21:33:55.310,,809.414257559285,,,,,,,,,,,27.208918762207,,,22.7564105229423,-23.5335320555855,-46.8805187861467,
21:33:55.414,-1.04684553302741,,3.97617056166667,39.0177711786945,,,,,,,,,,20.0,28.1948419673663,,-23.5335320555855,-46.8805187861467,
21:33:55.424,,800.064042669454,,,,,,,,,,,22.6754791259766,,,22.75639244192,-23.5334778874325,-46.880522855451,
21:33:55.429,,800.064042669454,,,,,,,,,,,22.6754791259766,,,22.756391651735,-23.5334778874325,-46.880522855451,
21:33:55.585,,,,,,,,,,1142.0,1.1,,,,,,-23.5334778874325,-46.880522855451,
21:33:55.745,,,,,,,,20.0,,,,,,,,,-23.5334778874325,-46.880522855451,
21:33:55.899,,,,,,,,,9.0,,,,,,,,-23.5334778874325,-46.880522855451,
21:33:56.061,,,,,,,,,,,,87.0,,,,,-23.5334778874325,-46.880522855451,
21:33:56.222,,,,,36.5,27.0,13.5,,,,,,,,,,-23.5334778874325,-46.880522855451,
21:33:56.387,-1.19248660577431,,3.98049394077778,39.0220945578056,,,,,,,,,,16.0,28.1715204857691,,-23.5334778874325,-46.880522855451,
21:33:56.429,,799.634723190622,,,,,,,,,,,18.207772064209,,,22.7475190376627,-23.5334327592268,-46.8805326132716,
21:33:56.457,,809.220875413524,,,,,,,,,,,18.2157405853272,,,22.7472712120617,-23.5334327592268,-46.8805326132716,
21:33:56.550,,,,,,,,,,1084.0,1.1,,,,,,-23.5334327592268,-46.8805326132716,
21:33:56.696,,,,,,,,20.0,,,,,,,,,-23.5334327592268,-46.8805326132716,
21:33:56.856,,,,,,,,,9.0,,,,,,,,-23.5334327592268,-46.8805326132716,
21:33:57.026,,,,,35.5,29.0,14.5,,,,,,,,,,-23.5334327592268,-46.8805326132716,
21:33:57.189,-1.11505883567804,,3.98361515133333,39.0252157683611,,,,,,,,,,14.0,28.1491946283921,,-23.5334327592268,-46.8805326132716,
